PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic	PE_HGVS	element_HGVS
chr1	70293503	70293619	PE_1_of_1_in_NM_030816.5_intron_4_0_chr1_70292550_r	NMD_in	ANKRD13C	ANKRD13C	chr1	70292549	70296129	NM_030816.5_intron_4_0_chr1_70292550_r	615125	NA	NA	NA	NA	NC_000001.11:g.70293504_70293619	NC_000001.11:g.70292550_70296129
chr1	75790151	75790273	PE_1_of_1_in_NM_004582.4_intron_3_0_chr1_75790058_f	NMD_in	RABGGTB	RABGGTB	chr1	75790057	75791284	NM_004582.4_intron_3_0_chr1_75790058_f	179080	NA	NA	NA	NA	NC_000001.11:g.75790152_75790273	NC_000001.11:g.75790058_75791284
chr1	77714284	77714463	PE_1_of_1_in_NM_201624.3_intron_4_0_chr1_77713282_r	NMD_in	USP33	USP33, VDU1	chr1	77713281	77714613	NM_201624.3_intron_4_0_chr1_77713282_r	615146	NA	NA	NA	NA	NC_000001.11:g.77714285_77714463	NC_000001.11:g.77713282_77714613
chr1	85258934	85259060	PE_1_of_1_in_NM_198077.4_intron_1_0_chr1_85258723_r	NMD_in	C1orf52	NA	chr1	85258722	85259357	NM_198077.4_intron_1_0_chr1_85258723_r	NA	NA	NA	NA	NA	NC_000001.11:g.85258935_85259060	NC_000001.11:g.85258723_85259357
chr1	85659537	85659735	PE_1_of_2_in_NM_017953.4_intron_1_0_chr1_85657972_r	NMD_in	ZNHIT6	NA	chr1	85657971	85677235	NM_017953.4_intron_1_0_chr1_85657972_r	NA	NA	NA	NA	NA	NC_000001.11:g.85659538_85659735	NC_000001.11:g.85657972_85677235
chr1	85659802	85659992	PE_2_of_2_in_NM_017953.4_intron_1_0_chr1_85657972_r	NMD_in	ZNHIT6	NA	chr1	85657971	85677235	NM_017953.4_intron_1_0_chr1_85657972_r	NA	NA	NA	NA	NA	NC_000001.11:g.85659803_85659992	NC_000001.11:g.85657972_85677235
chr1	89268253	89268284	PE_1_of_1_in_NM_052942.5_intron_7_0_chr1_89267527_r	NMD_in	GBP5	GBP5	chr1	89267526	89268728	NM_052942.5_intron_7_0_chr1_89267527_r	611467	NA	NA	NA	NA	NC_000001.11:g.89268254_89268284	NC_000001.11:g.89267527_89268728
chr1	91514280	91514488	PE_1_of_1_in_NM_003503.4_intron_7_0_chr1_91514044_f	NMD_in	CDC7	CDC7, CDC7L1	chr1	91514043	91514818	NM_003503.4_intron_7_0_chr1_91514044_f	603311	NA	NA	NA	NA	NC_000001.11:g.91514281_91514488	NC_000001.11:g.91514044_91514818
chr1	92691274	92691375	PE_1_of_1_in_NM_001350197.2_intron_10_0_chr1_92677219_r	NMD_in	EVI5	EVI5, NB4S	chr1	92677218	92693801	NM_001350197.2_intron_10_0_chr1_92677219_r	602942	NA	NA	NA	NA	NC_000001.11:g.92691275_92691375	NC_000001.11:g.92677219_92693801
chr1	92713997	92714022	PE_1_of_1_in_NM_001350197.2_intron_17_0_chr1_92704745_r	NMD_in	EVI5	EVI5, NB4S	chr1	92704744	92736397	NM_001350197.2_intron_17_0_chr1_92704745_r	602942	NA	NA	NA	NA	NC_000001.11:g.92713998_92714022	NC_000001.11:g.92704745_92736397
chr1	94031185	94031255	PE_1_of_1_in_NM_000350.3_intron_22_0_chr1_94031121_r	NMD_in	ABCA4	ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2	chr1	94031120	94031777	NM_000350.3_intron_22_0_chr1_94031121_r	601691	Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Cone-rod dystrophy 3, 604116 (3), Autosomal recessive; Fundus flavimaculatus, 248200 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.94031186_94031255	NC_000001.11:g.94031121_94031777
chr1	99264817	99264918	PE_1_of_1_in_NM_014839.5_intron_0_0_chr1_99264672_f	NMD_in	PLPPR4	PLPPR4, LPPR4, PRG1, KIAA0455	chr1	99264671	99287964	NM_014839.5_intron_0_0_chr1_99264672_f	607813	NA	NA	NA	NA	NC_000001.11:g.99264818_99264918	NC_000001.11:g.99264672_99287964
chr1	99664602	99664676	PE_1_of_1_in_NM_017734.5_intron_1_0_chr1_99662400_f	NMD_in	PALMD	PALMD, PALML	chr1	99662399	99667641	NM_017734.5_intron_1_0_chr1_99662400_f	610182	NA	NA	NA	NA	NC_000001.11:g.99664603_99664676	NC_000001.11:g.99662400_99667641
chr1	99865947	99865986	PE_1_of_1_in_NM_000642.3_intron_4_0_chr1_99864590_f	NMD_in	AGL	AGL, GDE	chr1	99864589	99870399	NM_000642.3_intron_4_0_chr1_99864590_f	610860	Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.99865948_99865986	NC_000001.11:g.99864590_99870399
chr1	100124287	100124355	PE_1_of_1_in_NM_194292.3_intron_14_0_chr1_100123290_r	NMD_in	SASS6	SASS6, SAS6, MCPH14	chr1	100123289	100125881	NM_194292.3_intron_14_0_chr1_100123290_r	609321	Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.100124288_100124355	NC_000001.11:g.100123290_100125881
chr1	100919086	100919168	PE_1_of_1_in_NM_133496.5_intron_6_0_chr1_100918128_f	NMD_in	SLC30A7	SLC30A7, ZNT7	chr1	100918127	100921705	NM_133496.5_intron_6_0_chr1_100918128_f	611149	NA	NA	NA	NA	NC_000001.11:g.100919087_100919168	NC_000001.11:g.100918128_100921705
chr1	100960371	100960465	PE_1_of_1_in_NM_133496.5_intron_7_0_chr1_100921842_f	NMD_in	SLC30A7	SLC30A7, ZNT7	chr1	100921841	100961827	NM_133496.5_intron_7_0_chr1_100921842_f	611149	NA	NA	NA	NA	NC_000001.11:g.100960372_100960465	NC_000001.11:g.100921842_100961827
chr1	102979596	102979611	PE_1_of_1_in_NM_001854.4_intron_35_0_chr1_102979436_r	NMD_in	COL11A1	COL11A1, STL2, DFNA37	chr1	102979435	102984137	NM_001854.4_intron_35_0_chr1_102979436_r	120280	Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; Stickler syndrome, type II, 604841 (3), Autosomal dominant; Marshall syndrome, 154780 (3), Autosomal dominant; Deafness, autosomal dominant 37, 618533 (3), Autosomal dominant; {Lumbar disc herniation, susceptibility to}, 603932 (3)	NA	NA	NA	NC_000001.11:g.102979597_102979611	NC_000001.11:g.102979436_102984137
chr1	108693589	108693641	PE_1_of_1_in_NM_018061.4_intron_0_0_chr1_108692868_f	NMD_in	PRPF38B	NA	chr1	108692867	108695701	NM_018061.4_intron_0_0_chr1_108692868_f	NA	NA	NA	NA	NA	NC_000001.11:g.108693590_108693641	NC_000001.11:g.108692868_108695701
chr1	108697809	108697862	PE_1_of_2_in_NM_018061.4_intron_3_0_chr1_108696338_f	NMD_in	PRPF38B	NA	chr1	108696337	108698603	NM_018061.4_intron_3_0_chr1_108696338_f	NA	NA	NA	NA	NA	NC_000001.11:g.108697810_108697862	NC_000001.11:g.108696338_108698603
chr1	108697946	108698016	PE_2_of_2_in_NM_018061.4_intron_3_0_chr1_108696338_f	NMD_in	PRPF38B	NA	chr1	108696337	108698603	NM_018061.4_intron_3_0_chr1_108696338_f	NA	NA	NA	NA	NA	NC_000001.11:g.108697947_108698016	NC_000001.11:g.108696338_108698603
chr1	109485331	109485508	PE_1_of_1_in_NM_001350175.2_intron_0_0_chr1_109484081_f	NMD_in	ATXN7L2	NA	chr1	109484080	109486056	NM_001350175.2_intron_0_0_chr1_109484081_f	NA	NA	NA	NA	NA	NC_000001.11:g.109485332_109485508	NC_000001.11:g.109484081_109486056
chr1	109985379	109985542	PE_1_of_1_in_NM_006621.7_intron_0_0_chr1_109985173_f	NMD_in	AHCYL1	AHCYL1, DCAL, IRBIT	chr1	109985172	110009033	NM_006621.7_intron_0_0_chr1_109985173_f	607826	NA	NA	NA	NA	NC_000001.11:g.109985380_109985542	NC_000001.11:g.109985173_110009033
chr1	111167105	111167189	PE_1_of_2_in_NM_006090.5_intron_3_0_chr1_111161297_f	NMD_in	CEPT1	CEPT1	chr1	111161296	111174878	NM_006090.5_intron_3_0_chr1_111161297_f	616751	NA	NA	NA	NA	NC_000001.11:g.111167106_111167189	NC_000001.11:g.111161297_111174878
chr1	111173113	111173257	PE_2_of_2_in_NM_006090.5_intron_3_0_chr1_111161297_f	NMD_in	CEPT1	CEPT1	chr1	111161296	111174878	NM_006090.5_intron_3_0_chr1_111161297_f	616751	NA	NA	NA	NA	NC_000001.11:g.111173114_111173257	NC_000001.11:g.111161297_111174878
chr1	111442989	111443090	PE_1_of_1_in_NM_024102.4_intron_2_0_chr1_111442762_r	NMD_in	WDR77	WDR77, MEP50	chr1	111442761	111443322	NM_024102.4_intron_2_0_chr1_111442762_r	611734	NA	NA	NA	NA	NC_000001.11:g.111442990_111443090	NC_000001.11:g.111442762_111443322
chr1	111706662	111706776	PE_1_of_1_in_NM_002884.4_intron_5_0_chr1_111704487_f	NMD_in	RAP1A	RAP1A, KREV1	chr1	111704486	111709148	NM_002884.4_intron_5_0_chr1_111704487_f	179520	NA	NA	NA	NA	NC_000001.11:g.111706663_111706776	NC_000001.11:g.111704487_111709148
chr1	113103608	113103784	PE_1_of_1_in_NM_014813.3_intron_10_0_chr1_113100489_f	NMD_in	LRIG2	LRIG2, LIG2, KIAA0806, UFS2	chr1	113100488	113107593	NM_014813.3_intron_10_0_chr1_113100489_f	608869	Urofacial syndrome 2, 615112 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.113103609_113103784	NC_000001.11:g.113100489_113107593
chr1	113796185	113796302	PE_1_of_1_in_NM_018364.5_intron_4_0_chr1_113777809_r	NMD_in	RSBN1	RSBN1, ROSBIN	chr1	113777808	113797362	NM_018364.5_intron_4_0_chr1_113777809_r	615858	NA	NA	NA	NA	NC_000001.11:g.113796186_113796302	NC_000001.11:g.113777809_113797362
chr1	113959264	113959390	PE_1_of_1_in_NM_198268.3_intron_7_0_chr1_113958292_f	NMD_in	HIPK1	HIPK1	chr1	113958291	113962316	NM_198268.3_intron_7_0_chr1_113958292_f	608003	NA	NA	NA	NA	NC_000001.11:g.113959265_113959390	NC_000001.11:g.113958292_113962316
chr1	113962634	113963094	PE_1_of_1_in_NM_198268.3_intron_8_0_chr1_113962439_f	NMD_in	HIPK1	HIPK1	chr1	113962438	113963386	NM_198268.3_intron_8_0_chr1_113962439_f	608003	NA	NA	NA	NA	NC_000001.11:g.113962635_113963094	NC_000001.11:g.113962439_113963386
chr1	114136921	114137064	PE_1_of_1_in_NM_001253772.2_intron_4_0_chr1_114103722_r	NMD_in	SYT6	SYT6	chr1	114103721	114137494	NM_001253772.2_intron_4_0_chr1_114103722_r	607718	NA	NA	NA	NA	NC_000001.11:g.114136922_114137064	NC_000001.11:g.114103722_114137494
chr1	114738218	114738255	PE_1_of_1_in_NM_001007553.3_intron_16_0_chr1_114738073_r	NMD_in	CSDE1	CSDE1, D1S155E, UNR	chr1	114738072	114739691	NM_001007553.3_intron_16_0_chr1_114738073_r	191510	NA	Rare Single Gene Mutation, Syndromic	1	0	NC_000001.11:g.114738219_114738255	NC_000001.11:g.114738073_114739691
chr1	116661885	116662098	PE_1_of_1_in_NM_001007237.3_intron_8_0_chr1_116616458_r	NMD_in	IGSF3	IGSF3, LCDD	chr1	116616457	116666283	NM_001007237.3_intron_8_0_chr1_116616458_r	603491	?Lacrimal duct defect, 149700 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.116661886_116662098	NC_000001.11:g.116616458_116666283
chr1	116972756	116972839	PE_1_of_1_in_NM_020440.4_intron_5_0_chr1_116967331_f	NMD_in	PTGFRN	PTGFRN, FPRP	chr1	116967330	116974215	NM_020440.4_intron_5_0_chr1_116967331_f	601204	NA	NA	NA	NA	NC_000001.11:g.116972757_116972839	NC_000001.11:g.116967331_116974215
chr1	119924976	119925189	PE_1_of_1_in_NM_024408.4_intron_8_0_chr1_119923985_r	NMD_in	NOTCH2	NOTCH2, AGS2, HJCYS	chr1	119923984	119925304	NM_024408.4_intron_8_0_chr1_119923985_r	600275	Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.119924977_119925189	NC_000001.11:g.119923985_119925304
chr1	145787011	145787062	PE_1_of_1_in_NM_014455.4_intron_6_0_chr1_145784597_r	NMD_in	RNF115	RNF115, BCA2, RABRING7, ZFP364	chr1	145784596	145788907	NM_014455.4_intron_6_0_chr1_145784597_r	619535	NA	NA	NA	NA	NC_000001.11:g.145787012_145787062	NC_000001.11:g.145784597_145788907
chr1	145946846	145946919	PE_1_of_1_in_NM_153713.3_intron_3_0_chr1_145942854_r	NMD_in	LIX1L	NA	chr1	145942853	145947618	NM_153713.3_intron_3_0_chr1_145942854_r	NA	NA	NA	NA	NA	NC_000001.11:g.145946847_145946919	NC_000001.11:g.145942854_145947618
chr1	149031163	149031223	PE_1_of_1_in_NM_001395426.1_intron_45_0_chr1_149030279_f	NMD_in	PDE4DIP	PDE4DIP, MMGL, KIAA0454, KIAA0477	chr1	149030278	149031943	NM_001395426.1_intron_45_0_chr1_149030279_f	608117	NA	NA	NA	NA	NC_000001.11:g.149031164_149031223	NC_000001.11:g.149030279_149031943
chr1	150110224	150110425	PE_1_of_1_in_NM_007259.5_intron_12_0_chr1_150093649_f	NMD_in	VPS45	VPS45, VPS45A, SCN5	chr1	150093648	150110495	NM_007259.5_intron_12_0_chr1_150093649_f	610035	Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.150110225_150110425	NC_000001.11:g.150093649_150110495
chr1	150261161	150261182	PE_1_of_1_in_NM_012113.3_intron_1_0_chr1_150260172_f	NMD_in	CA14	CA14	chr1	150260171	150261458	NM_012113.3_intron_1_0_chr1_150260172_f	604832	NA	NA	NA	NA	NC_000001.11:g.150261162_150261182	NC_000001.11:g.150260172_150261458
chr1	150327556	150327651	PE_1_of_1_in_NM_004698.4_intron_2_0_chr1_150325882_f	NMD_in	PRPF3	PRPF3, HPRP3, RP18	chr1	150325881	150328319	NM_004698.4_intron_2_0_chr1_150325882_f	607301	Retinitis pigmentosa 18, 601414 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.150327557_150327651	NC_000001.11:g.150325882_150328319
chr1	151693592	151693661	PE_1_of_1_in_NM_001330723.2_intron_10_0_chr1_151693484_f	NMD_in	SNX27	SNX27, MRT1	chr1	151693483	151694369	NM_001330723.2_intron_10_0_chr1_151693484_f	611541	NA	NA	NA	NA	NC_000001.11:g.151693593_151693661	NC_000001.11:g.151693484_151694369
chr1	151704129	151704190	PE_1_of_1_in_NM_007185.7_intron_0_0_chr1_151703449_r	NMD_in	CELF3	CELF3, TNRC4, BRUNOL1	chr1	151703448	151705030	NM_007185.7_intron_0_0_chr1_151703449_r	612678	NA	NA	NA	NA	NC_000001.11:g.151704130_151704190	NC_000001.11:g.151703449_151705030
chr1	153948833	153948899	PE_1_of_1_in_NM_181715.3_intron_1_0_chr1_153948645_r	NMD_in	CRTC2	CRTC2, TORC2	chr1	153948644	153949114	NM_181715.3_intron_1_0_chr1_153948645_r	608972	NA	NA	NA	NA	NC_000001.11:g.153948834_153948899	NC_000001.11:g.153948645_153949114
chr1	153990913	153991033	PE_1_of_1_in_NM_001030.6_intron_0_0_chr1_153990803_f	NMD_in	RPS27	RPS27, MPS1, DBA17	chr1	153990802	153991114	NM_001030.6_intron_0_0_chr1_153990803_f	603702	?Diamond-Blackfan anemia 17, 617409 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.153990914_153991033	NC_000001.11:g.153990803_153991114
chr1	154172028	154172103	PE_1_of_1_in_NM_152263.4_intron_4_0_chr1_154171489_r	NMD_in	TPM3	TPM3, NEM1, CFTD, CAPM1	chr1	154171488	154172907	NM_152263.4_intron_4_0_chr1_154171489_r	191030	CAP myopathy 1, 609284 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal recessive, Autosomal dominant	NA	NA	NA	NC_000001.11:g.154172029_154172103	NC_000001.11:g.154171489_154172907
chr1	154556839	154556959	PE_1_of_1_in_NM_017582.7_intron_11_0_chr1_154555965_r	NMD_in	UBE2Q1	UBE2Q1, GTAP, NICE5	chr1	154555964	154558226	NM_017582.7_intron_11_0_chr1_154555965_r	617429	NA	NA	NA	NA	NC_000001.11:g.154556840_154556959	NC_000001.11:g.154555965_154558226
chr1	154975126	154975167	PE_1_of_1_in_NM_001826.3_intron_0_0_chr1_154974805_f	NMD_in	CKS1B	CKS1B, CKS1	chr1	154974804	154977986	NM_001826.3_intron_0_0_chr1_154974805_f	116900	NA	NA	NA	NA	NC_000001.11:g.154975127_154975167	NC_000001.11:g.154974805_154977986
chr1	155061116	155061235	PE_1_of_1_in_NM_207197.3_intron_18_0_chr1_155060833_f	NMD_in	ADAM15	ADAM15, MDC15	chr1	155060832	155061414	NM_207197.3_intron_18_0_chr1_155060833_f	605548	NA	NA	NA	NA	NC_000001.11:g.155061117_155061235	NC_000001.11:g.155060833_155061414
chr1	155061575	155061645	PE_1_of_1_in_NM_207197.3_intron_19_0_chr1_155061490_f	NMD_in	ADAM15	ADAM15, MDC15	chr1	155061489	155061903	NM_207197.3_intron_19_0_chr1_155061490_f	605548	NA	NA	NA	NA	NC_000001.11:g.155061576_155061645	NC_000001.11:g.155061490_155061903
chr1	155174600	155174640	PE_1_of_1_in_NM_025058.5_intron_0_0_chr1_155174030_f	NMD_in	TRIM46	GENEY	chr1	155174029	155175385	NM_025058.5_intron_0_0_chr1_155174030_f	600986	NA	NA	NA	NA	NC_000001.11:g.155174601_155174640	NC_000001.11:g.155174030_155175385
chr1	155462452	155462598	PE_1_of_1_in_NM_018489.3_intron_24_0_chr1_155459899_r	NMD_in	ASH1L	ASH1L, KIAA1420, ASH1, MRD52	chr1	155459898	155477885	NM_018489.3_intron_24_0_chr1_155459899_r	607999	Intellectual developmental disorder, autosomal dominant 52, 617796 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0	NC_000001.11:g.155462453_155462598	NC_000001.11:g.155459899_155477885
chr1	156053072	156053092	PE_1_of_1_in_NM_020131.5_intron_9_0_chr1_156051858_r	NMD_in	UBQLN4	UBQLN4, A1U, C1orf6	chr1	156051857	156053593	NM_020131.5_intron_9_0_chr1_156051858_r	605440	NA	NA	NA	NA	NC_000001.11:g.156053073_156053092	NC_000001.11:g.156051858_156053593
chr1	156160011	156160276	PE_1_of_1_in_NM_022367.4_intron_5_0_chr1_156158825_f	NMD_in	SEMA4A	SEMA4A, SEMB, RP35, CORD10	chr1	156158824	156160442	NM_022367.4_intron_5_0_chr1_156158825_f	607292	Retinitis pigmentosa 35, 610282 (3), Autosomal recessive, Autosomal dominant; Cone-rod dystrophy 10, 610283 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.156160012_156160276	NC_000001.11:g.156158825_156160442
chr1	156246473	156246552	PE_1_of_1_in_NM_198406.3_intron_5_0_chr1_156246251_r	NMD_in	PAQR6	PAQR6	chr1	156246250	156246680	NM_198406.3_intron_5_0_chr1_156246251_r	614579	NA	NA	NA	NA	NC_000001.11:g.156246474_156246552	NC_000001.11:g.156246251_156246680
chr1	156744500	156744569	PE_1_of_1_in_NM_004494.3_intron_2_0_chr1_156744349_r	NMD_in	HDGF	HDGF	chr1	156744348	156745007	NM_004494.3_intron_2_0_chr1_156744349_r	600339	NA	NA	NA	NA	NC_000001.11:g.156744501_156744569	NC_000001.11:g.156744349_156745007
chr1	160220458	160220690	PE_1_of_1_in_NM_015726.4_intron_2_0_chr1_160218969_r	NMD_in	DCAF8	DCAF8, WDR42A, GAN2	chr1	160218968	160222650	NM_015726.4_intron_2_0_chr1_160218969_r	615820	?Giant axonal neuropathy 2, autosomal dominant, 610100 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.160220459_160220690	NC_000001.11:g.160218969_160222650
chr1	160283243	160283394	PE_1_of_1_in_NM_002857.4_intron_5_0_chr1_160283110_r	NMD_in	PEX19	PEX19, PXF, HK33, D1S2223E, PBD12A	chr1	160283109	160283529	NM_002857.4_intron_5_0_chr1_160283110_r	600279	Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.160283244_160283394	NC_000001.11:g.160283110_160283529
chr1	160354548	160354730	PE_1_of_1_in_NM_015331.3_intron_10_0_chr1_160354291_f	NMD_in	NCSTN	NCSTN	chr1	160354290	160355654	NM_015331.3_intron_10_0_chr1_160354291_f	605254	Acne inversa, familial, 1, 142690 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.160354549_160354730	NC_000001.11:g.160354291_160355654
chr1	161365877	161366036	PE_1_of_1_in_NM_001013625.4_intron_1_0_chr1_161365703_r	NMD_in	CFAP126	CFAP126, FLTP	chr1	161365702	161366197	NM_001013625.4_intron_1_0_chr1_161365703_r	616119	NA	NA	NA	NA	NC_000001.11:g.161365878_161366036	NC_000001.11:g.161365703_161366197
chr1	162111811	162111919	PE_1_of_1_in_NM_014697.3_intron_0_0_chr1_162070283_f	NMD_in	NOS1AP	NOS1AP, CAPON, KIAA0464, NPHS22	chr1	162070282	162154404	NM_014697.3_intron_0_0_chr1_162070283_f	605551	Nephrotic syndrome, type 22, 619155 (3), Autosomal recessive	NA	NA	NA	NC_000001.11:g.162111812_162111919	NC_000001.11:g.162070283_162154404
chr1	165442120	165442324	PE_1_of_1_in_NM_006917.5_intron_8_0_chr1_165428967_r	NMD_in	RXRG	RXRG	chr1	165428966	165444844	NM_006917.5_intron_8_0_chr1_165428967_r	180247	NA	NA	NA	NA	NC_000001.11:g.165442121_165442324	NC_000001.11:g.165428967_165444844
chr1	166927586	166927669	PE_1_of_1_in_NM_199351.3_intron_3_0_chr1_166927181_r	NMD_in	ILDR2	ILDR2	chr1	166927180	166935300	NM_199351.3_intron_3_0_chr1_166927181_r	618081	NA	NA	NA	NA	NC_000001.11:g.166927587_166927669	NC_000001.11:g.166927181_166935300
chr1	167303473	167303573	PE_1_of_1_in_NM_002697.4_intron_0_0_chr1_167220959_f	NMD_in	POU2F1	OTF1, OCT1	chr1	167220958	167332469	NM_002697.4_intron_0_0_chr1_167220959_f	164175	NA	NA	NA	NA	NC_000001.11:g.167303474_167303573	NC_000001.11:g.167220959_167332469
chr1	168039999	168040078	PE_1_of_1_in_NM_001198956.2_intron_12_0_chr1_168038489_f	NMD_in	DCAF6	DCAF6, IQWD1, NRIP	chr1	168038488	168043024	NM_001198956.2_intron_12_0_chr1_168038489_f	610494	NA	NA	NA	NA	NC_000001.11:g.168040000_168040078	NC_000001.11:g.168038489_168043024
chr1	169980731	169981858	PE_1_of_1_in_NM_014970.4_intron_4_0_chr1_169978184_r	NMD_in	KIFAP3	KIFAP3, SMAP	chr1	169978183	169981971	NM_014970.4_intron_4_0_chr1_169978184_r	601836	NA	NA	NA	NA	NC_000001.11:g.169980732_169981858	NC_000001.11:g.169978184_169981971
chr1	169987637	169987736	PE_1_of_1_in_NM_014970.4_intron_8_0_chr1_169984691_r	NMD_in	KIFAP3	KIFAP3, SMAP	chr1	169984690	169992154	NM_014970.4_intron_8_0_chr1_169984691_r	601836	NA	NA	NA	NA	NC_000001.11:g.169987638_169987736	NC_000001.11:g.169984691_169992154
chr1	171569351	171569376	PE_1_of_1_in_NM_001387844.1_intron_22_0_chr1_171568340_f	NMD_in	PRRC2C	PRRC2C, KIAA1096	chr1	171568339	171571319	NM_001387844.1_intron_22_0_chr1_171568340_f	617373	NA	NA	NA	NA	NC_000001.11:g.171569352_171569376	NC_000001.11:g.171568340_171571319
chr1	172603059	172603149	PE_1_of_1_in_NM_014283.5_intron_21_0_chr1_172602788_f	NMD_in	SUCO	SUCO, C1orf9	chr1	172602787	172608746	NM_014283.5_intron_21_0_chr1_172602788_f	619434	NA	NA	NA	NA	NC_000001.11:g.172603060_172603149	NC_000001.11:g.172602788_172608746
chr1	174876872	174877604	PE_1_of_1_in_NM_001366446.1_intron_18_0_chr1_174811961_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174811960	174957456	NM_001366446.1_intron_18_0_chr1_174811961_f	609238	NA	NA	NA	NA	NC_000001.11:g.174876873_174877604	NC_000001.11:g.174811961_174957456
chr1	174964960	174964984	PE_1_of_1_in_NM_001366446.1_intron_19_0_chr1_174957550_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174957549	174969276	NM_001366446.1_intron_19_0_chr1_174957550_f	609238	NA	NA	NA	NA	NC_000001.11:g.174964961_174964984	NC_000001.11:g.174957550_174969276
chr1	174985402	174985480	PE_1_of_1_in_NM_001366446.1_intron_23_0_chr1_174982906_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174982905	174988640	NM_001366446.1_intron_23_0_chr1_174982906_f	609238	NA	NA	NA	NA	NC_000001.11:g.174985403_174985480	NC_000001.11:g.174982906_174988640
chr1	178796621	178796768	PE_1_of_1_in_NM_152663.5_intron_3_0_chr1_178785608_f	NMD_in	RALGPS2	RALGPS2, FLJ10244	chr1	178785607	178808044	NM_152663.5_intron_3_0_chr1_178785608_f	617819	NA	NA	NA	NA	NC_000001.11:g.178796622_178796768	NC_000001.11:g.178785608_178808044
chr1	180178111	180178580	PE_1_of_1_in_NM_002826.5_intron_3_0_chr1_180176034_f	NMD_in	QSOX1	QSOX1	chr1	180176033	180178793	NM_002826.5_intron_3_0_chr1_180176034_f	603120	NA	NA	NA	NA	NC_000001.11:g.180178112_180178580	NC_000001.11:g.180176034_180178793
chr1	180801150	180801259	PE_1_of_1_in_NM_004736.4_intron_2_0_chr1_180787855_f	NMD_in	XPR1	XPR1, SYG1, IBGC6	chr1	180787854	180803387	NM_004736.4_intron_2_0_chr1_180787855_f	605237	Basal ganglia calcification, idiopathic, 6, 616413 (3), Autosomal dominant	NA	NA	NA	NC_000001.11:g.180801151_180801259	NC_000001.11:g.180787855_180803387
chr1	182855576	182855712	PE_1_of_1_in_NM_001357.5_intron_5_0_chr1_182854179_f	NMD_in	DHX9	DHX9, DDX9, NDHII	chr1	182854178	182856531	NM_001357.5_intron_5_0_chr1_182854179_f	603115	NA	NA	NA	NA	NC_000001.11:g.182855577_182855712	NC_000001.11:g.182854179_182856531
chr1	183502252	183502390	PE_1_of_1_in_NM_001375584.1_intron_0_0_chr1_183472650_f	NMD_in	SMG7	SMG7, EST1C, KIAA0250	chr1	183472649	183512836	NM_001375584.1_intron_0_0_chr1_183472650_f	610964	NA	NA	NA	NA	NC_000001.11:g.183502253_183502390	NC_000001.11:g.183472650_183512836
chr1	183527625	183527730	PE_1_of_1_in_NM_001375584.1_intron_4_0_chr1_183526768_f	NMD_in	SMG7	SMG7, EST1C, KIAA0250	chr1	183526767	183527955	NM_001375584.1_intron_4_0_chr1_183526768_f	610964	NA	NA	NA	NA	NC_000001.11:g.183527626_183527730	NC_000001.11:g.183526768_183527955
